"_id","Fiscal_Year","Budget_Type","Organization_Entity","Command_Name","Pillar_Name","District_Name","Unit_Name","Feature_Category","Cost_Element","Cost_Element_Long_Name","Amount"
653,"2021","Approved Budget","1 - Toronto Police Service","Corporate Support Command","Corporate Support Command","Corporate Support Command","Audit & Quality Assurance","Premium Pay","1574","UNIFORM LIEU TIME CASH PAYMENT",2500
654,"2021","Approved Budget","1 - Toronto Police Service","Corporate Support Command","Corporate Support Command","Corporate Support Command","Audit & Quality Assurance","Premium Pay","1582","CIVILIAN OVERTIME",1500
655,"2021","Approved Budget","1 - Toronto Police Service","Corporate Support Command","Corporate Support Command","Corporate Support Command","Corporate Support Command","Materials & Supplies","2010","STATIONERY AND OFFICE SUPPLIES",500
656,"2021","Approved Budget","1 - Toronto Police Service","Corporate Support Command","Corporate Support Command","Corporate Support Command","Audit & Quality Assurance","Premium Pay","1584","CIVILIAN LIEU TIME CASH PAYMENT",600
657,"2021","Approved Budget","1 - Toronto Police Service","Corporate Support Command","Corporate Support Command","Corporate Support Command","Audit & Quality Assurance","Salaries","1502","REGULAR SALARIES CIVILIAN SENIOR OFFICER",759300
658,"2021","Approved Budget","1 - Toronto Police Service","Corporate Support Command","Corporate Support Command","Corporate Support Command","Audit & Quality Assurance","Salaries","1504","REGULAR SALARIES UNIFORM",631100
659,"2021","Approved Budget","1 - Toronto Police Service","Corporate Support Command","Corporate Support Command","Corporate Support Command","Audit & Quality Assurance","Salaries","1505","REGULAR SALARIES CIVILIAN A",257700
660,"2021","Approved Budget","1 - Toronto Police Service","Corporate Support Command","Corporate Support Command","Corporate Support Command","Audit & Quality Assurance","Services","4084","PUBLIC RELATIONS/PROMOTIONS",100
661,"2021","Approved Budget","1 - Toronto Police Service","Corporate Support Command","Corporate Support Command","Corporate Support Command","Audit & Quality Assurance","Services","4089","CONSULTING SERV- MGMT/RESEARCH &DEVEL",16200
662,"2021","Approved Budget","1 - Toronto Police Service","Corporate Support Command","Corporate Support Command","Corporate Support Command","Audit & Quality Assurance","Services","4255","CONFERENCES/SEMINARS - OTHER EXPENSES",2400
663,"2021","Approved Budget","1 - Toronto Police Service","Corporate Support Command","Corporate Support Command","Corporate Support Command","Audit & Quality Assurance","Services","4312","COURSES/SEMINARS",12200
664,"2021","Approved Budget","1 - Toronto Police Service","Corporate Support Command","Corporate Support Command","Corporate Support Command","Audit & Quality Assurance","Services","4659","REPAIRS & MAINTENANCE - COMPUTER EQUIP",1300
665,"2021","Approved Budget","1 - Toronto Police Service","Corporate Support Command","Corporate Support Command","Corporate Support Command","Audit & Quality Assurance","Services","4760","MEMBERSHIP FEES",10600
666,"2021","Approved Budget","1 - Toronto Police Service","Corporate Support Command","Corporate Support Command","Corporate Support Command","Audit & Quality Assurance","Services","4811","WIRELESS TELECOMMUNICATIONS SERVICES",500
667,"2021","Approved Budget","1 - Toronto Police Service","Corporate Support Command","Corporate Support Command","Corporate Support Command","Audit & Quality Assurance","Services","4970","SERVICES AND RENTS - GENERAL",100
668,"2021","Approved Budget","1 - Toronto Police Service","Corporate Support Command","Corporate Support Command","Corporate Support Command","Corporate Support Command","Benefits","1746","EMPLOYMENT INSURANCE - CIVILIAN",2200
669,"2021","Approved Budget","1 - Toronto Police Service","Corporate Support Command","Corporate Support Command","Corporate Support Command","Corporate Support Command","Benefits","1765","CANADA PENSION PLAN - CIVILIAN",6400
670,"2021","Approved Budget","1 - Toronto Police Service","Corporate Support Command","Corporate Support Command","Corporate Support Command","Corporate Support Command","Benefits","1776","OMERS CIVILIAN - CIVILIAN",46800
671,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D14","Division 14","Salaries","1505","REGULAR SALARIES CIVILIAN A",267600
672,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D14","Division 14","Salaries","1507","REGULAR SALARIES CIVILIAN C",2537800
673,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D14","Division 14","Salaries","1533","ALTERNATE RATE UNIFORM",30800
674,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D12,D23,D31","Division 23","Materials & Supplies","2020","BOOK & MAGAZINE SUBSCRIPTIONS",300
675,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D14","Division 14","Salaries","1534","ALTERNATE RATE CIVILIAN A",4700
676,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D12,D23,D31","Division 23","Materials & Supplies","2080","PHOTOGRAPHIC AND VIDEO SUPPLIES",2000
677,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D14","Division 14","Salaries","1541","STATUTORY HOLIDAY UNIFORM",92800
678,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D12,D23,D31","Division 23","Materials & Supplies","2082","HEALTH & SAFETY SUPPLIES",200
679,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D14","Division 14","Salaries","1551","SHIFT BONUS UNIFORM",96900
680,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D12,D23,D31","Division 23","Materials & Supplies","2083","FINGERPRINT SUPPLIES",500
681,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D14","Division 14","Salaries","1552","SHIFT BONUS CIVILIAN A",100
682,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D12,D23,D31","Division 23","Materials & Supplies","2999","MISCELLANEOUS MATERIALS & SUPPLIES",200
683,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D14","Division 14","Salaries","1554","SHIFT BONUS CIVILIAN C",7700
684,"2021","Approved Budget","1 - Toronto Police Service","Corporate Support Command","Corporate Support Command","Corporate Support Command","Corporate Support Command","Salaries","1501","REGULAR SALARIES CHIEF & COMMAND OFFICER",265400
685,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D14","Division 14","Services","4083","PARKING ENFORCEMENT UNIT  -TOWING CHRG",500
686,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D14","Division 14","Services","4084","PUBLIC RELATIONS/PROMOTIONS",2100
687,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D14","Division 14","Services","4086","TECH SERV -TRANSLATIONS & INTERPRETERS",300
688,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D14","Division 14","Services","4140","PRISONERS- MEALS",7200
689,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D14","Division 14","Services","4144","INVESTIGATIVE EXPENSE",100
690,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D14","Division 14","Services","4255","CONFERENCES/SEMINARS - OTHER EXPENSES",1300
691,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D14","Division 14","Services","4312","COURSES/SEMINARS",3200
692,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D14","Division 14","Services","4441","CONTRACTED SERVICES - CABLE TV",1700
693,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D14","Division 14","Services","4516","REPAIRS - TECHNICAL EQUIPMENT",1000
694,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D14","Division 14","Services","4760","MEMBERSHIP FEES",200
695,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D14","Division 14","Services","4770","PARKING EXPENSES (INTOWN)",200
696,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D14","Division 14","Services","4804","WIRELESS DEVICES",1500
697,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D14","Division 14","Services","4811","WIRELESS TELECOMMUNICATIONS SERVICES",7500
698,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D14","Division 14","Services","4815","COURIER SERVICES",200
699,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D14","Division 14","Services","4860","HAZARDOUS WASTE REMOVAL",100
700,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D14","Division 14","Services","4970","SERVICES AND RENTS - GENERAL",100
701,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D51","Division 51","Benefits","1744","EMPLOYMENT INSURANCE - UNIFORM",278300
702,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D51","Division 51","Benefits","1746","EMPLOYMENT INSURANCE - CIVILIAN",43000
703,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D51","Division 51","Benefits","1764","CANADA PENSION PLAN - UNIFORM",809600
704,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D51","Division 51","Benefits","1765","CANADA PENSION PLAN - CIVILIAN",124700
705,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D51","Division 51","Benefits","1773","OMERS POLICE - UNIFORM",3213400
706,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D51","Division 51","Benefits","1776","OMERS CIVILIAN - CIVILIAN",317700
707,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D51","Division 51","Materials & Supplies","2010","STATIONERY AND OFFICE SUPPLIES",29100
708,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D51","Division 51","Materials & Supplies","2020","BOOK & MAGAZINE SUBSCRIPTIONS",200
709,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D51","Division 51","Materials & Supplies","2080","PHOTOGRAPHIC AND VIDEO SUPPLIES",2200
710,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D51","Division 51","Materials & Supplies","2082","HEALTH & SAFETY SUPPLIES",500
711,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D51","Division 51","Materials & Supplies","2083","FINGERPRINT SUPPLIES",200
712,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D51","Division 51","Materials & Supplies","2999","MISCELLANEOUS MATERIALS & SUPPLIES",300
713,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D51","Division 51","Premium Pay","1582","CIVILIAN OVERTIME",200
714,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D51","Division 51","Premium Pay","1583","CIVILIAN CALLBACK",100
715,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D51","Division 51","Premium Pay","1584","CIVILIAN LIEU TIME CASH PAYMENT",3200
716,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D51","Division 51","Salaries","1503","REGULAR SALARIES UNIFORM SENIOR OFFICERS",362500
717,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D51","Division 51","Salaries","1504","REGULAR SALARIES UNIFORM",26530300
718,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D51","Division 51","Salaries","1505","REGULAR SALARIES CIVILIAN A",276400
719,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D51","Division 51","Salaries","1507","REGULAR SALARIES CIVILIAN C",2803500
720,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D51","Division 51","Salaries","1533","ALTERNATE RATE UNIFORM",31400
721,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D51","Division 51","Salaries","1534","ALTERNATE RATE CIVILIAN A",7800
722,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D51","Division 51","Salaries","1541","STATUTORY HOLIDAY UNIFORM",51500
723,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D51","Division 51","Salaries","1551","SHIFT BONUS UNIFORM",90900
724,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D12,D23,D31","Division 23","Premium Pay","1582","CIVILIAN OVERTIME",300
725,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D12,D23,D31","Division 23","Premium Pay","1583","CIVILIAN CALLBACK",200
726,"2021","Approved Budget","1 - Toronto Police Service","Communities & Neighbourhoods Command","West Field Command","District-D12,D23,D31","Division 23","Premium Pay","1584","CIVILIAN LIEU TIME CASH PAYMENT",1300
